,price
12857,399950
17266,435000
9155,580000
1614,290000
693,410000
14606,310000
9780,725000
10563,410000
15746,325000
4953,214100
12719,559950
7503,676101
12992,1140000
15432,564000
17355,180000
17010,414050
6777,217000
8921,950000
17543,545400
16295,288000
9447,213400
7145,255000
13628,975000
17057,568000
894,431650
17403,269000
17526,425000
17252,255000
19806,366000
12018,540000
14299,577000
5608,510000
11663,752875
4298,899100
1442,491500
4033,825050
13820,356000
20848,336900
19270,435000
6687,2000000
14120,385000
8788,265000
19347,608000
14997,360000
16894,237600
19199,661000
19732,889950
9950,437500
8491,380000
8757,1200000
18038,800000
2198,347000
10542,510000
8356,587000
12690,515000
1825,450000
9198,540000
10774,700500
14500,435000
21345,924000
21100,1140000
7674,639500
18707,475000
10492,390000
20583,457000
1278,403000
11532,677500
20988,529000
18161,535000
13194,500000
12401,870000
12639,2540000
8954,426000
19958,430236
9867,164950
7283,620000
12050,715000
11884,335500
16628,467000
13827,465000
12058,1200000
3096,222000
5047,350000
17738,398950
15813,359900
12669,350000
6940,499000
15261,237000
19644,839704
10190,682000
13893,550000
12116,479000
20633,539950
12481,530000
14145,538250
21174,646800
14037,169000
7281,654000
2527,565000
62,505000
17519,249000
14939,295000
13965,420000
17411,565000
17530,285000
3123,448000
1658,342000
3102,1130000
21577,572000
3202,537000
1408,425000
13894,265000
18711,450000
12601,190000
6072,237000
1376,225000
6266,530000
963,630000
15131,289000
10938,442500
6641,378000
6271,485000
6964,299000
2689,369990
1653,330000
16953,485000
14799,250000
8626,315000
10,662500
12592,288000
18148,262500
6788,560000
7647,2540000
7113,300000
17996,275000
20815,735000
14129,2110000
14757,420000
13228,685000
10984,326000
19608,1150000
708,310000
10342,465000
10013,200000
7800,435000
1796,212000
19249,959000
11071,368888
1669,635000
13010,2300000
14936,365000
12444,305000
17602,228500
6243,400000
2361,278000
12500,1890000
1102,195000
896,660000
15702,593567
1138,605000
5884,513000
5779,270000
861,565000
8856,562000
5472,329950
12179,1670000
8482,674000
15950,350000
8548,350000
9649,1570000
15120,135000
15604,260000
1484,250000
2428,1600000
4016,346150
12902,326000
16224,165000
12352,367950
18801,855000
21032,346000
4503,303000
19906,411605
14679,565000
4096,875000
729,985000
7677,345000
13742,471001
8164,630000
11887,294400
9196,670000
5086,355000
3977,750000
14879,530000
11415,950000
6638,415000
19660,386180
16891,470000
9851,330000
13006,460000
3302,206000
9794,510000
1813,589000
15087,625000
13454,790000
4654,725000
2249,700000
16147,512500
5146,800000
1176,585000
19247,1000000
3045,386900
19334,535000
14506,345000
19799,335606
15189,615000
10794,281000
12451,649000
14488,479000
8333,500000
9658,195700
16687,234950
11824,717000
7211,605000
7248,878000
14307,280000
1832,565000
7163,710000
6878,272000
15257,392500
11568,440000
12953,250000
10445,350000
19676,479950
11649,510000
15341,1040000
2149,585000
3059,387000
1774,300000
1534,900000
8995,680000
320,819900
14402,974350
18177,770000
21411,1050000
5368,285000
13028,500000
5163,590000
403,437000
5127,528000
19332,820000
6571,432000
17103,182500
7814,250000
21083,780000
18747,400000
10749,520000
8749,415000
2455,1050000
16494,265000
13622,675750
651,521000
18651,249000
21567,625000
9848,494000
15265,513000
21381,779000
17533,500000
11177,341000
4727,538000
19069,550000
305,725000
10797,429000
16188,326000
12774,824000
15016,470000
5660,800000
13858,207000
6473,1340000
2909,510000
15372,330000
2495,280000
20747,739000
12832,305000
12176,170000
21199,785000
10765,515000
16342,575000
3998,645000
7493,295000
7330,445500
9896,250000
11830,320000
10271,550000
13771,585000
5465,450000
10808,1690000
3948,550000
13296,395000
20368,437000
5414,425000
11095,575000
15920,782000
4078,905000
2640,1270000
13791,320000
1403,635000
13895,428000
18330,442200
21004,294900
1837,1100000
8350,205000
2586,265000
7886,406550
15711,1680000
16335,440000
2714,326500
4285,183000
6200,314000
13861,640000
16032,600000
19041,135900
10625,645000
6947,452000
20918,286950
11070,774000
17387,199000
10348,334000
2351,172500
9847,629000
15456,1220000
5978,560000
6438,278500
5227,635000
16684,405000
3157,431000
11789,905000
13584,294350
5745,1850000
166,269950
15595,483500
16826,126500
16354,399000
16028,226000
21306,625000
20894,350000
17807,184900
3937,433500
21540,388000
16438,515000
17361,670000
3754,625000
15672,620000
3595,270000
15132,285000
13747,199950
16838,465000
6449,785000
6973,690000
9817,306000
11361,600000
15663,128000
18487,325000
19286,174900
12514,333000
18940,410000
19529,385000
6791,472000
3993,318700
11969,739000
17287,285000
6277,760000
20055,1240000
10380,750000
20212,585000
10986,699000
4865,950000
13735,400000
12822,400000
1775,327500
21581,520000
11540,290000
10079,397000
9884,679000
2218,398000
17994,305000
19120,1030000
18624,222400
8826,249000
18806,519000
12827,930000
19781,369000
5344,767500
6132,543000
9147,898500
3680,213500
16481,699850
5487,304000
17019,385000
14142,662500
20174,602000
19786,536000
7084,281500
11777,237502
17521,220000
7507,470000
13181,380000
17005,170000
18861,381000
13805,168000
8784,550000
7997,379500
606,531000
21118,345000
8411,225800
2472,1870000
18338,685000
585,330000
10703,428000
14385,425000
21013,535000
10641,415000
579,180000
3797,582500
6262,359000
11261,311000
19975,1100000
8960,720000
19972,1470000
2841,375000
20619,545000
8762,235000
17407,219000
19813,398651
17204,207500
15192,289950
17392,347000
18010,539950
16065,500000
18039,400000
10111,250000
16667,478000
4345,562000
20272,382495
11633,968000
7267,1070000
11825,319000
1590,475000
6265,670000
14204,350000
18589,283450
11347,350000
1002,530000
14730,475000
4260,530000
388,403950
18518,390000
17483,210000
13213,543000
4699,267500
8902,1070000
12515,282000
17420,231000
440,227950
15336,1470000
19024,299000
17756,345000
6025,575000
17579,355000
10714,238000
10627,435000
3769,220000
18130,542950
15601,370000
7657,365000
13188,680000
10118,456000
18570,688000
21592,1010000
19567,340768
21002,379500
12498,725000
8374,771000
1516,610000
14854,1520000
13665,1900000
5419,665000
5546,227000
10009,300000
15178,540000
10899,335900
18561,397380
12811,433200
9464,320000
10047,552625
19267,628000
13001,600000
2448,1600000
3084,275000
18604,568000
15675,1000000
12755,565000
21320,329950
4274,220000
16768,327000
3866,1330000
7707,775000
16823,795000
3113,483500
16207,590000
5683,248000
14301,250000
20438,1600000
5943,420000
11075,814950
15050,725000
17668,345000
19720,250000
15209,480000
10974,178000
16432,315000
14495,435000
14364,600000
12551,445000
19454,1230000
4391,335000
16901,655000
12240,710000
17244,500000
9823,204950
16436,1880000
14250,712000
8745,426250
21348,405000
13661,330000
11252,785000
19401,504975
485,295000
6545,260000
7413,339950
15730,280500
19179,328000
641,305000
13040,455000
11657,650000
12843,315000
7718,499000
3878,215000
17408,416000
1353,345000
1999,470450
4627,369900
18337,570000
5675,529900
20909,1150000
3335,299000
10443,655000
13630,252000
12034,857500
19114,791000
6542,750000
7731,535500
6598,1040000
20301,415000
11796,740000
10666,257700
11542,810000
6242,630000
13397,790000
2049,235000
2089,502000
15215,678700
16193,485000
1951,232500
20842,399500
16574,412500
2719,320000
14021,210000
20214,565997
1556,937500
10617,220000
3682,641000
2737,397000
6497,1940000
19054,402500
9511,264000
4215,1880000
21253,400000
3508,418500
7010,413900
18146,700000
9236,505000
15128,390000
18678,330000
10389,285000
18108,865000
6665,615000
11829,585000
20718,603000
6462,455000
11140,420000
11895,520000
12779,282500
3185,1400000
20513,1900000
16150,915000
14630,335000
226,479950
3476,226950
19260,655000
3265,935000
2284,225000
17685,399500
8080,537000
6708,235000
14237,235000
15018,299500
20060,754842
17644,598555
9034,258000
2721,410000
12037,350500
14281,777000
13669,431000
18748,529941
1028,543115
4961,340000
3318,496000
4589,851000
1093,430000
14891,600000
4489,564500
9878,530000
17652,315000
10169,251000
19790,348000
4284,430000
20732,391500
14580,234950
17014,425000
15527,370000
20993,521500
18080,180500
12689,252000
8477,799990
2408,435000
18401,784500
20231,649000
11935,1030000
18578,526000
20689,1480000
6206,313100
3915,825000
5133,447000
16931,920000
1648,520000
9928,397500
20146,334500
18120,462000
7679,355000
5123,510000
13496,850000
772,465250
7472,370000
19913,360000
16671,420000
984,535000
4682,765000
17958,560000
13017,825000
1760,531000
16040,600000
15368,344500
21205,879950
17463,601000
20649,306000
3551,277500
3108,158800
3197,365000
18890,435000
11719,995000
2735,234500
120,660000
12792,268000
19310,2160000
19165,873000
10705,738000
14955,750000
9868,371000
14263,685000
10045,620000
6287,390000
17589,970000
11275,1800000
3384,950000
10375,695000
5214,260000
19163,534000
7284,390000
17306,489000
8897,525000
18280,259000
13231,299000
17472,270000
5883,314200
1498,720000
15734,912000
10825,812000
3219,638000
10687,335000
6606,472500
15459,275000
20401,609000
5715,555000
131,660500
4800,650000
16412,438200
9010,430000
7311,330000
20700,275000
2142,292500
3840,495000
5925,762500
2279,660000
15525,325000
20868,644000
122,395000
21128,695000
2153,245990
18826,295000
13097,1260000
1719,830000
1230,360000
15024,229000
15497,405000
133,453246
1606,336000
2239,310000
15360,658000
19457,1390000
13886,593000
9482,238000
8111,499000
609,590000
13407,629500
18508,680000
2546,715000
14062,375000
2031,210000
21102,474950
13677,597000
14202,800000
2358,262000
5108,460000
21356,331000
20621,852880
9395,1090000
9028,965000
1357,282000
21476,529000
7587,449000
12001,439950
18489,432100
21120,370000
5620,885000
3101,975000
14236,545000
3126,750000
19698,263000
13078,875000
11488,580000
11778,1280000
19459,370000
5186,772650
7006,750000
2718,354450
12876,398000
660,269900
4100,359950
16971,335000
7525,935000
16640,430000
10471,202000
3727,705000
10667,278000
3688,179950
13072,358000
1309,556000
19234,178500
20026,415000
12219,599000
2326,446500
2832,450000
2461,703000
9704,510000
19345,371000
15896,313000
15793,1190000
15458,335000
13493,400000
14723,989900
20159,516000
11545,400000
982,379000
11237,300000
12488,366400
11418,235000
2338,1370000
21413,436952
11420,281000
18397,685000
14144,450000
7346,340000
6785,310000
9416,375000
127,260000
12035,1060000
11433,1130000
15212,300000
18457,174500
10411,740000
11995,845000
2889,210500
17207,330000
16568,1810000
19266,280000
5862,89000
18290,3300000
7578,379900
3850,1080000
7520,380500
4656,302000
1,538000
21322,559630
15622,319500
54,920000
16404,321000
7990,259900
2501,260000
14601,525000
1086,225000
6808,385000
13678,661000
3839,576750
11805,324950
5630,558000
13743,230000
8177,495000
21121,449500
13705,830000
15481,751000
20009,240000
9441,257000
19078,745000
1627,880000
11584,355000
17158,630000
5876,3420000
20312,2350000
4935,359000
13254,641000
9630,505000
903,300000
17468,284000
7032,310000
1461,140000
8858,270000
2402,453000
5984,524950
6092,427500
18450,455000
17053,225000
6701,657000
13686,240000
11209,425000
11469,419000
3904,220000
2474,345000
12375,570500
13701,440000
19594,413100
10712,135000
20643,379900
1776,269000
9243,243000
18465,186950
11229,260000
19053,430000
12906,936000
9791,337000
14499,380000
11753,350000
13586,515000
11434,630000
2345,520000
7682,449950
593,296000
20289,605000
11379,650000
3121,527000
13766,402500
2695,615000
59,430000
4313,1080000
14461,275000
9181,144000
18191,299950
12536,735000
5563,302282
11298,492000
18353,525000
10580,325000
19349,780000
11960,249000
14271,622500
9045,1210000
12193,775000
17556,397500
4031,365000
18823,685000
20703,285000
5523,119500
11786,688888
1918,460000
538,249000
1431,265000
10023,649950
3204,375000
8467,452000
13525,249900
13655,449950
6166,626700
1701,219900
12014,680000
18115,765000
19513,991500
13617,599950
6744,175000
11487,458000
1564,828500
14821,396000
9132,557510
10769,410000
16512,1400000
10815,598850
6452,950000
454,811000
9597,385000
9906,234000
4917,690000
6666,1520000
4857,596000
17593,183000
16854,199950
17516,160000
5808,652000
6325,240000
18495,115000
20840,690000
2228,265000
7895,369000
16271,289950
20317,442515
10142,317000
10311,365000
9743,885000
18437,310000
10587,525000
13544,252000
17536,290000
11609,450000
17061,390000
7046,225000
1287,320000
12023,550000
10954,465000
2638,395000
462,230000
14476,325000
17582,982218
1171,605000
15707,480000
8827,235000
13331,280000
5437,638500
20809,1490000
5349,364250
5397,295000
13441,320000
6625,187000
17290,747000
6506,815000
21486,443000
16021,541500
9161,353000
4897,350000
13972,599950
19976,685000
9606,730000
5505,1090000
11688,720000
7236,315000
9066,625000
14229,374000
14194,549000
15223,450000
15941,240000
14163,286000
11776,232000
13178,279500
17016,179950
886,466000
8674,270000
18846,335000
7882,439000
19321,1550000
8376,390000
7052,490000
7178,500000
4213,305000
1971,780000
17106,889000
18488,475000
1702,617000
11556,194000
5746,525000
6159,390000
13866,306000
965,196500
17525,490000
12359,336500
11185,300000
2108,307000
13154,425000
11384,213400
9703,1220000
5981,441000
3771,430000
16824,265000
14361,280000
20935,379950
15335,450000
9294,612500
5297,350000
14036,240000
4381,550000
21441,349000
12317,925900
13462,594000
10600,375000
5948,376000
16329,890000
16960,499000
4200,150000
7132,510000
5140,650000
13804,760000
20534,460000
15901,275000
10837,548500
5286,420000
7053,647000
6022,500000
11039,450000
20507,499000
10997,950000
7513,358000
1040,550000
14938,405000
4985,335000
139,519950
4417,374950
6102,686000
13003,285000
6509,535000
21454,649500
19357,199900
16192,234000
1817,1430000
1075,310000
3759,524500
20704,480000
145,921500
19705,549995
14039,292000
19060,760000
11101,545000
15614,249950
6877,715000
2755,370000
517,750000
9809,490000
11607,395000
15940,264500
6642,265000
20548,475000
10248,313950
14111,680000
11110,592000
18087,150000
19524,379950
7709,458000
11855,573500
9062,565000
13990,470000
17792,550000
7092,285000
15597,300000
20148,370228
17264,250000
4458,263500
76,380000
10581,455000
6188,346000
8465,649950
7888,500000
2166,306000
7864,231200
18459,255000
4212,291500
6457,313300
9981,530000
19208,218250
2083,1250000
20015,555000
4002,395000
1919,265000
15933,680000
17675,479000
8193,610000
18345,792000
9237,931088
15226,1030000
570,338900
19263,1520000
20410,471500
9977,330000
21524,324000
7103,555000
16485,450000
465,80000
6152,375000
2470,550000
9827,575000
19779,729999
19432,490000
19382,846000
18394,822500
4147,260600
4507,535000
5315,449950
9651,1480000
17226,212500
8648,760000
19107,341000
11201,382000
808,581000
2886,520000
15208,410000
6763,319000
16161,683000
19884,389950
9605,541500
18300,430000
5429,1740000
17255,450000
18909,410000
17397,135000
4887,562200
9869,264500
12887,663000
14511,410000
1829,389950
21168,279950
8509,999000
7099,470000
7022,460000
11748,160000
4521,875000
16840,520000
16113,800000
20446,3350000
16537,338000
12616,314950
2520,269000
8872,289900
7662,220000
6515,199500
12245,710000
2174,460000
9432,248000
2107,870000
10425,294950
11279,539000
11026,268500
8113,320600
13111,510000
7416,485000
157,320000
21358,490000
5797,350000
20579,1200000
361,380000
18568,427500
14556,400000
18765,235000
13384,235000
6336,480000
10259,1250000
5513,309000
9102,570000
19359,244000
2529,509000
16832,1400000
18785,575000
16534,227000
13980,940000
2815,600000
6601,354000
5992,255000
4309,167000
16942,645000
5850,512500
7684,258000
14360,615000
1066,250000
326,274975
19685,689950
17296,518000
14419,667750
14860,459900
8418,245000
5980,354000
14121,300000
4068,324888
20617,380000
16769,800000
3619,218450
5926,325000
5318,530000
21304,641000
7783,325000
3510,338500
252,415000
12052,531000
9107,350000
7601,785000
4044,310000
5103,400000
14986,731688
8899,1330000
16859,490000
15804,322000
4851,285000
11224,1700000
1550,245000
17421,445000
14367,585000
4197,410000
9897,192500
3975,350000
10025,665000
11467,265000
7756,170000
15858,362000
15900,1430000
12860,290000
1187,343000
3052,716000
889,740000
18979,1510000
3206,427500
17624,418000
18163,550000
11243,215000
15676,825000
5923,440000
20459,661000
11225,431000
10113,458000
9269,329000
10444,577000
4637,208000
9939,374950
14127,295000
6346,270000
16105,290000
7347,560000
12713,281000
18048,577000
16805,2570000
2703,662700
10908,247000
16305,545000
15491,349950
5076,300000
19918,820000
15041,429900
5478,550000
14645,330000
7070,350000
5928,377500
18637,415000
21333,338000
8565,287000
14483,255000
11119,460000
543,530000
10896,245000
1586,453500
2961,310000
19853,400000
10328,509000
14320,405000
9024,435000
21340,495000
3246,308000
11554,380000
4945,329999
18097,711000
14721,236000
4324,395000
416,563500
21536,249000
14097,442500
9953,525000
6932,315000
14465,320000
19666,465000
3387,895000
5832,440000
17617,1100000
6696,468000
12659,335000
8617,299990
6599,925000
19690,532000
20618,580000
8494,911100
15578,250000
18526,562000
7564,527900
20294,525000
8041,278000
7793,488000
18219,230000
20367,890000
15477,560000
18688,640000
18933,345000
850,535800
8048,1250000
647,530000
10340,385000
11294,663000
11063,290000
16401,760000
15976,825000
7566,320000
9097,429000
14354,620000
12632,515000
4820,480000
8558,432000
15059,430000
18388,350500
6566,301000
5929,212500
13558,280000
16215,485000
8380,751000
2341,705380
6846,343000
12491,162000
20162,660000
346,239900
14887,610000
4123,480000
14452,930000
8060,287500
18759,180000
20761,660000
6733,269950
15315,295000
637,245000
11372,355000
6516,760000
16149,450500
11392,920000
927,359000
195,256883
11377,290000
18243,330000
16322,745000
8592,635000
21248,559000
17586,160000
4012,1390000
9502,645000
6822,457500
14786,560000
4638,898000
1347,450000
1751,480000
4454,725000
14346,1010000
8286,315000
19408,610000
18234,349500
10019,390000
13942,262500
8664,385000
14700,352500
6710,2650000
20506,799950
10489,780000
13708,220000
1316,548000
19803,395825
2849,399950
3912,425000
4452,370000
16766,550000
21314,999000
11331,1080000
17805,850000
20221,735000
6724,253000
7263,195000
3859,280000
17219,265000
14933,699900
17151,135000
19682,349500
6329,400000
10191,605000
6379,690500
14604,160000
15524,1050000
9573,244000
19576,275500
17051,450600
6088,229900
529,662000
4192,470000
2830,250250
9849,1100000
5153,169000
19389,850000
9127,284850
6902,625000
18446,305000
19481,257000
3940,535000
19773,439950
2475,340000
8662,445000
11141,399950
6216,535000
2379,363000
1577,440000
15115,449000
11608,275000
1248,546000
13682,157000
9830,750000
19612,880000
21386,317750
20587,540000
4346,360000
8340,875000
18657,825000
16177,590000
3730,795000
2905,516250
1709,453000
653,597500
9701,349000
1563,610000
2727,570000
17245,856500
19562,650000
1394,545000
21510,861111
7645,275000
6260,560000
12397,628000
5573,158550
727,245000
10800,218500
1402,658588
8568,498000
7705,1000000
16541,320000
7945,401500
6760,198000
6275,885000
4095,1060000
13266,905000
16565,355000
11463,245000
11349,400000
87,461000
546,782000
18090,217450
14548,520000
14081,152000
7317,469950
6185,738515
13988,590000
4606,293000
12422,595000
5547,600000
18203,330950
21591,610685
12432,385000
5143,235000
13184,245000
1111,350900
12142,885000
5336,367500
4168,245000
20452,750000
7988,342000
1261,530000
9353,490000
1692,281000
6434,322000
3375,144975
17368,310000
6106,154950
2589,415000
14379,335000
19254,495000
3659,350000
10626,739000
11292,128000
18021,492500
10549,460000
13564,436000
4849,199950
9591,130000
12476,234550
3550,557500
698,225000
19933,395000
16233,550000
2734,535000
3966,335000
16857,813500
17590,115000
14983,267950
16506,376000
14781,245000
3887,395000
9392,879000
4534,650000
2968,855000
17389,1430000
4428,375000
4498,330000
12315,280000
19439,300000
18728,488000
2685,343000
2914,455000
7352,325000
13624,353500
6431,647500
18982,210000
1068,505000
6312,470000
10785,495000
11891,435000
17400,1390000
7333,215000
4975,599000
1579,380000
8730,199129
8469,1290000
1016,475000
9796,350000
4164,320000
13631,495000
6248,846450
3285,700000
16285,615000
7391,299000
2388,900000
19064,350000
4789,720000
19072,550000
3009,210000
8078,720000
4848,988830
3299,820000
11108,465000
20566,289000
16050,575000
9179,760000
6167,352000
10462,450000
16785,540000
11282,780000
14577,350000
126,445000
2256,265000
3040,530000
18118,852500
19714,489000
53,585000
17318,460000
13997,539950
8348,775000
14617,609000
9136,383001
17026,838000
12220,525000
3225,551000
15276,192000
5561,472000
14197,305000
285,370000
15747,965800
8506,355000
3327,240000
1721,345000
13256,450000
4554,290000
680,222000
10671,306888
977,216000
10152,449950
5932,1480000
7954,193000
14201,289950
16379,355000
9717,555000
2723,390000
17503,545000
2759,615000
3883,730000
16908,420000
4154,245000
1681,390000
11422,282000
11883,432000
7195,1300000
10083,365000
11621,472000
13150,240000
18133,475000
6993,525000
20123,629000
779,2250000
2425,335000
15551,730000
13104,535000
17576,800000
16378,302300
16564,968000
6905,355000
14627,1100000
17049,272000
5422,780000
13134,520000
15565,463000
16970,539950
1344,464950
2634,257500
11620,472000
3297,921500
4551,250000
2478,405000
7867,942000
13556,806000
14088,715000
14610,350000
10130,800000
16682,1050000
10576,95000
9740,315000
607,443500
19522,415000
716,405500
14014,315000
8556,299900
8062,825000
17797,510000
9439,355000
14549,330000
1335,647500
16096,515000
14073,3300000
12738,750000
8492,336500
5446,259950
10196,221900
2067,361000
11388,499950
11750,206000
16114,550000
7735,978000
1439,1360000
18851,510000
1355,643000
4966,568000
4034,690000
12707,313100
1418,350000
6637,530000
17013,465000
9292,660000
9281,195000
9075,473000
4731,565000
21585,810000
13443,804100
1794,503000
19603,450000
14750,537000
7397,263000
10934,472500
14116,426000
4556,1260000
12464,500000
18134,1700000
20770,660000
18174,343500
15067,650000
18444,469000
2538,525000
19914,1600000
19282,650000
12588,313999
14961,1430000
1503,1100000
1724,368000
6688,246000
5438,805000
16024,640000
4816,375000
16364,817000
2440,355950
2491,339950
8139,250000
18121,762400
20637,715000
6980,1210000
17722,739000
15642,160000
12406,230000
6205,435000
7451,486000
16888,355000
21235,494000
11502,760000
978,427200
5352,710000
1554,343000
20501,719950
10927,825000
16716,569000
16638,342000
661,496500
1232,208000
9415,1250000
919,250000
4557,325000
12133,744000
1784,285000
16125,560000
18968,203700
10384,575000
19496,315500
19377,620000
10369,979700
9762,875000
64,425000
2162,570000
16781,465000
17315,637500
4341,752000
2500,560000
11458,615000
1009,460000
20125,309000
12265,480000
16584,252500
9919,540000
12655,555000
12130,471000
7532,410000
6943,420000
730,501000
12064,699000
17072,431000
5577,500000
14678,721000
12409,244900
11079,195000
11557,310000
14464,488000
14843,550000
2068,437000
19947,1700000
19333,160000
9539,305000
18019,607000
13789,592000
18331,330000
14472,785000
5494,366350
1938,550000
3,604000
20673,386380
11376,420000
20662,828950
7327,280000
21571,270000
19982,380000
14711,240000
15127,370000
9562,380000
815,379000
7482,692500
2484,340500
15939,268950
10913,215000
4032,2150000
5058,250000
4402,450000
4794,369950
16060,359950
9610,240000
4717,266000
15403,311000
11474,255000
5391,299800
7865,680000
7226,1490000
14395,530000
11950,509950
6114,325000
19722,1680000
194,230000
6767,2700000
12539,442500
16763,585000
7531,1320000
11393,2300000
2514,179900
3553,325000
7801,222000
20129,1010000
15047,159000
20117,925000
16059,340000
17102,375000
422,538000
16446,175000
1095,241000
2309,380000
18018,412000
7359,749950
8443,525000
20428,379000
11737,585000
9806,540000
4020,960000
15729,546200
5512,515000
19577,564000
12799,335000
11437,2750000
18608,559950
21529,459000
11363,292500
15158,616200
21226,525000
12322,1070000
16864,460000
9522,259900
21126,250000
15602,227000
2043,940000
4448,477590
11020,410000
4267,544500
5553,465425
9072,413565
19230,690000
14259,349000
13785,480000
14288,515000
2334,510000
14662,499000
11493,319000
12781,500000
15048,430000
5795,445000
11340,490000
16911,445700
279,405000
1211,470000
2026,875000
14739,490000
21550,579950
5139,754300
9523,450000
7474,431000
5448,299950
19580,725000
1027,245000
5013,219950
19544,900000
20078,1750000
11716,617000
13137,320000
2190,605000
13821,395000
15841,395000
13618,105500
15713,725000
16605,355500
3421,475500
5209,368000
18756,585000
18242,225000
17969,430000
2405,235000
3861,790000
10268,708000
4229,268000
6894,336000
2956,415000
6125,590000
8194,525000
15285,570000
5841,860000
17100,515000
8633,225000
19373,539000
237,410000
4049,439000
15912,1640000
17381,440000
21073,223990
7961,355500
16500,324900
4650,296000
8332,1300000
13278,322000
19970,1900000
12757,452500
18562,476000
20573,855000
20349,570000
9044,226800
15201,350000
17895,310000
8393,579000
16502,500000
1101,285000
13545,334500
5211,335000
417,423000
10541,947500
3527,445000
3131,990000
20701,540000
2057,439900
3650,387500
19301,316000
745,560000
21244,1240000
15884,299950
13644,267500
4478,520000
839,332000
6393,144000
2796,711000
17731,665000
13839,345000
18035,240000
10530,1700000
18677,470000
3458,640000
141,527700
6969,215000
18204,535000
14457,307000
6686,620000
8977,249000
12997,330000
2146,353000
347,320000
14107,412950
19825,472000
15756,443000
21396,695000
17390,805000
19186,535000
20748,890000
13786,220000
18865,220000
18411,274000
709,530000
2829,865000
5154,475000
16309,420000
6813,599000
18267,445000
19874,741500
10725,317000
14911,393000
12285,345000
13383,455000
7995,355200
11439,360000
17702,242000
9569,277000
2127,235000
2325,226740
16712,442000
2710,305000
13867,495000
15985,415000
7765,620000
18429,635000
5735,1620000
17619,260000
6476,217000
15778,650000
6133,325000
21350,419500
8823,490600
1666,349950
14932,510000
14291,355000
6220,606000
3447,546000
20726,497000
15323,649500
17780,386000
20220,790000
4561,345000
14380,415000
20429,385000
20341,657044
17506,265000
18988,940000
19115,424500
12830,718000
15911,431000
16035,300000
11162,319000
3287,193000
5613,2400000
15871,400000
18408,240000
10105,585000
9843,890000
10368,570000
4647,475000
13280,272450
11151,375000
6633,313000
6435,445000
9250,275000
1069,470500
16109,240000
6193,1700000
11152,422250
8957,342000
3076,203000
14517,294000
18999,736000
12202,1190000
18582,202000
1922,315000
11044,354000
13748,1710000
20687,545000
13124,980000
4741,393000
4531,430000
12891,770000
16395,333000
10511,230000
7541,317000
11636,900000
1682,460000
7579,205000
15580,790000
1215,485500
4495,305000
7689,299900
16056,1250000
1835,260000
7148,530000
17295,580000
5799,385000
15001,412000
16328,100000
4995,547000
18175,273500
3140,215000
18129,317950
9422,327000
18700,299900
12670,590000
5451,719000
5359,307000
2927,500000
2867,763101
19455,600000
4435,819000
4351,978000
1671,339000
5430,665000
16156,623000
4023,290000
1743,780000
19048,540000
7604,560000
18441,885250
6042,245000
16644,324900
15176,852000
19421,710000
16299,445000
5212,250000
11231,295000
19691,291000
7543,575000
9595,460000
9898,350000
16099,550000
11286,671500
3349,395000
10302,399900
9886,352000
21266,645000
1803,330000
19385,625000
6501,250800
8270,219900
18912,225000
9327,245500
11106,1180000
3066,325000
10992,280000
6169,197000
13080,452000
21281,279500
18596,600000
1559,610000
1802,1140000
6829,515055
11345,240000
20968,845950
3127,1270000
5092,961500
19734,745000
10209,305000
21394,569888
20478,670000
14558,887200
2115,345000
8967,482500
1127,272000
18066,363000
4932,440000
8195,170000
14241,196000
15292,809000
935,378000
8123,447000
3683,436300
2837,590000
20007,429900
19646,290000
17458,1560000
12868,284000
2865,425000
5025,600000
7992,250000
1992,322000
19879,425000
2421,562000
8915,275000
17241,387500
8554,169000
8993,1050000
4947,386500
10993,324000
20586,469995
18973,200000
17281,340000
12925,835000
16521,651000
20904,420000
16951,325000
15835,319000
21450,380000
10261,575000
7548,310000
14977,589000
2254,515000
10464,285000
5009,226550
5874,651100
19047,289999
17186,305000
20950,533380
20457,1800000
865,275000
9652,853800
14976,432500
9519,282613
3945,355000
7110,715000
17393,390000
21259,775000
18771,419000
7436,489950
2340,545000
3952,265000
3514,434000
9279,600000
5125,950000
10141,759900
16983,667000
9016,806000
9668,460500
3789,702000
1106,609850
910,615000
743,305000
20991,388598
68,204000
18478,621000
11094,289950
10923,550000
12526,242025
14485,402000
21177,529000
6572,300000
21399,869950
1014,164808
7109,304700
492,232000
14383,760000
7903,329000
13273,415000
15346,476000
3721,579000
13451,565000
14713,350000
699,980000
9326,1340000
2848,341000
19195,265000
3104,650000
16124,1320000
748,517500
9000,350000
2993,570000
12302,535000
14801,925000
11270,370000
7027,261000
18258,189900
20187,640000
2034,464900
1660,331500
9620,765000
7702,500000
3507,454200
452,232000
21584,541800
6367,842500
4616,370000
18209,270000
539,346900
11283,650000
9720,270000
17749,345000
10771,750000
15690,619000
9344,263500
17192,695000
4896,550000
5324,385000
13346,766500
3024,367000
16635,305000
12345,450000
12229,180000
19483,380000
15875,865000
21421,494995
15645,210000
15839,205000
10822,819000
13806,405000
19217,252500
16088,1200000
19829,465000
8180,258000
19346,530000
13975,379000
5521,288000
14256,400000
1056,699000
15989,500000
19607,235000
5600,270000
7906,1820000
21367,339950
78,410000
6397,470000
15646,475000
14595,395000
3146,781000
