,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,distance_to_city,price_per_sqft,clusters,cluster
9371,625000,3,2.5,1860,10027,0,0,3,8,1860,0,1993,0,98033,47.6775,-122.165,1530,19.27882397,336.02150537634407,3,dark purple
9372,430000,4,1.0,1620,37075,0,0,3,7,1620,0,1943,0,98024,47.5654,-121.929,2190,45.18552283,265.4320987654321,0,pink
9373,533000,3,3.0,1280,1085,0,0,3,8,1280,0,2004,0,98103,47.6569,-122.346,1300,3.033889269,416.40625,3,dark purple
9374,1050000,4,2.5,2750,9949,0,0,3,10,2750,0,1999,0,98007,47.6595,-122.147,2750,21.06754303,381.8181818181818,1,purple
9375,230000,3,1.75,1420,3000,0,0,3,5,710,710,1931,2014,98178,47.4928,-122.274,1960,9.716958496,161.9718309859155,0,pink
9376,275000,4,1.75,2000,8700,0,0,5,7,1010,990,1975,0,98042,47.374,-122.141,1490,25.70009655,137.5,0,pink
9377,403000,2,1.0,1100,3598,0,0,4,7,1100,0,1926,0,98144,47.5738,-122.313,1240,3.250056707,366.3636363636364,0,pink
9378,550388,3,3.0,1720,70567,0,2,5,7,1720,0,1966,0,98027,47.4936,-122.069,2740,30.34091522,319.99302325581397,3,dark purple
9379,415500,3,1.5,1240,12400,0,0,3,7,1240,0,1958,0,98007,47.607,-122.132,1640,22.53507537,335.0806451612903,0,pink
9380,913000,3,1.75,2170,4000,0,0,4,7,1110,1060,1925,0,98103,47.6546,-122.337,1890,2.634944013,420.73732718894007,3,dark purple
9381,334998,2,1.0,1800,5182,0,0,3,6,900,900,1942,0,98108,47.5508,-122.3,1570,5.239225311,186.11,0,pink
9382,201500,3,1.0,1160,8320,0,0,4,7,1160,0,1959,0,98032,47.3831,-122.288,1480,14.47793428,173.70689655172413,0,pink
9383,820000,3,2.5,3030,46538,0,0,3,10,3030,0,1997,0,98053,47.664,-122.041,3370,32.80617548,270.62706270627064,3,dark purple
9384,371000,3,1.0,890,7200,0,0,3,7,890,0,1951,0,98125,47.71,-122.286,1630,8.01438869,416.85393258426967,0,pink
9385,229950,4,2.5,2150,7670,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,20.66777959,106.95348837209302,0,pink
9386,344900,4,2.5,2150,7670,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,20.66777959,160.41860465116278,0,pink
9387,840000,3,2.5,2060,9715,0,0,3,8,2060,0,1924,2006,98115,47.6961,-122.316,1240,5.495288106,407.7669902912621,3,dark purple
9388,285000,3,1.5,1380,12196,0,0,4,7,1380,0,1967,0,98003,47.3204,-122.322,1600,17.30859469,206.52173913043478,0,pink
9389,475000,4,2.25,1800,7200,0,0,3,7,1230,570,1979,0,98177,47.7717,-122.376,2260,10.63668433,263.8888888888889,0,pink
9390,420000,2,1.0,1460,7832,0,0,3,6,1460,0,1924,0,98166,47.4617,-122.346,1460,8.941472381,287.67123287671234,0,pink
9391,685000,3,2.0,2210,5000,0,2,3,7,1710,500,1909,0,98103,47.6754,-122.357,1920,4.590735141,309.9547511312217,3,dark purple
9392,879000,4,3.0,3590,89640,0,0,3,10,3590,0,2005,0,98077,47.7557,-122.036,2790,34.30408469,244.84679665738162,3,dark purple
9393,197200,3,1.0,1140,8775,0,0,3,6,990,150,1942,0,98146,47.4824,-122.336,1300,7.621134894,172.98245614035088,0,pink
9394,529950,3,1.0,1240,5000,0,0,5,7,1240,0,1909,0,98107,47.6755,-122.367,1240,5.280832278,427.3790322580645,3,dark purple
9395,1090000,4,2.5,4340,141570,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,2720,32.14296848,251.1520737327189,1,purple
9396,792000,3,1.5,1570,1050,0,0,3,8,1570,0,1915,0,98109,47.6358,-122.356,2070,2.810072035,504.45859872611464,3,dark purple
9397,262000,3,2.5,1680,10300,0,0,4,7,1680,0,1994,0,98010,47.314,-122.001,1680,41.04369655,155.95238095238096,0,pink
9398,353900,3,1.75,1560,5760,0,0,5,6,780,780,1927,0,98106,47.5272,-122.359,1320,5.647825932,226.85897435897436,0,pink
9399,380000,1,1.5,1200,44866,0,0,3,7,1200,0,1983,0,98019,47.7205,-121.93,1480,45.46321328,316.6666666666667,0,pink
9400,305000,3,2.5,1690,5175,0,0,3,7,1690,0,2002,0,98038,47.3564,-122.016,1830,38.49518355,180.47337278106508,0,pink
9401,440000,4,2.0,2310,5004,0,0,3,7,1430,880,1994,0,98108,47.5471,-122.298,1630,5.551754624,190.47619047619048,0,pink
9402,1010000,4,3.5,2650,3060,0,0,3,9,2060,590,2001,0,98103,47.6735,-122.332,1470,3.757447545,381.1320754716981,3,dark purple
9403,549900,5,3.0,3610,7555,0,0,3,8,3610,0,2003,0,98038,47.3534,-122.012,3610,38.97368135,152.32686980609418,3,dark purple
9404,678500,4,3.0,2620,214750,0,0,3,8,2620,0,1992,0,98058,47.4239,-122.068,2060,31.64542856,258.96946564885496,3,dark purple
9405,270000,3,2.25,1760,8287,0,0,3,7,1160,600,1986,0,98188,47.4501,-122.274,1290,11.67719757,153.4090909090909,0,pink
9406,430000,3,1.0,940,12521,0,0,4,7,940,0,1949,0,98133,47.7169,-122.331,1920,6.339867337,457.4468085106383,0,pink
9407,1930000,5,4.25,4830,8050,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,5.727109764,399.58592132505174,1,purple
9408,790500,4,2.75,3350,5416,0,0,3,9,3350,0,2014,0,98053,47.6849,-122.016,3625,35.70542379,235.97014925373134,3,dark purple
9409,447450,3,2.25,1570,7200,0,0,3,8,1570,0,1991,0,98034,47.7332,-122.232,1620,13.54189231,285.0,0,pink
9410,375000,3,2.0,2240,5200,0,0,3,7,1630,610,1954,0,98112,47.6191,-122.296,1470,4.328331539,167.41071428571428,0,pink
9411,565000,4,2.0,1950,9940,0,0,4,7,1950,0,1963,0,98008,47.6332,-122.118,1920,24.12836411,289.7435897435897,3,dark purple
9412,400000,2,1.0,1010,3916,0,2,4,6,810,200,1918,0,98144,47.5728,-122.306,1580,3.896049375,396.03960396039605,0,pink
9413,246000,3,1.5,1630,10200,0,0,4,8,1300,330,1976,0,98023,47.3155,-122.364,1960,17.85356941,150.920245398773,0,pink
9414,329922,3,1.75,1420,6289,0,0,3,7,1100,320,1967,0,98155,47.7398,-122.314,1460,8.022671118,232.3394366197183,0,pink
9415,1250000,5,3.25,3950,44431,0,0,3,10,2100,1850,1969,0,98005,47.6451,-122.173,3860,18.09190222,316.45569620253167,1,purple
9416,375000,3,1.0,1210,7425,0,0,4,6,1210,0,1910,0,98133,47.7125,-122.33,1260,6.087116024,309.91735537190084,0,pink
9417,385000,3,1.75,1890,9920,0,0,3,7,1230,660,1944,0,98125,47.7327,-122.306,1380,7.932030689,203.7037037037037,0,pink
9418,591500,4,2.5,1690,4080,0,0,4,7,1140,550,1912,0,98117,47.6825,-122.379,1600,6.531964886,350.0,3,dark purple
9419,255000,4,2.0,2560,12155,0,0,4,7,1350,1210,1960,0,98003,47.3326,-122.323,1790,16.57680878,99.609375,0,pink
9420,275000,3,1.5,1350,7800,0,0,3,7,1350,0,1959,0,98059,47.4805,-122.158,1510,21.10330936,203.7037037037037,0,pink
9421,800000,4,2.75,3120,5000,0,0,3,9,3120,0,2010,0,98074,47.594,-122.062,3200,30.33354273,256.4102564102564,3,dark purple
9422,327000,2,1.0,1140,7435,0,0,3,7,1140,0,1952,1990,98125,47.73,-122.31,1320,7.61445937,286.8421052631579,0,pink
9423,355000,4,1.5,2230,11536,0,1,4,7,1220,1010,1954,0,98166,47.4409,-122.348,2170,10.19810415,159.1928251121076,0,pink
9424,310000,2,1.0,1050,8220,0,0,4,6,780,270,1947,0,98155,47.7598,-122.316,1340,9.115443398,295.23809523809524,0,pink
9425,869000,5,3.25,4180,49222,0,0,4,8,2880,1300,1979,0,98027,47.5488,-122.094,3170,27.00841561,207.89473684210526,3,dark purple
9426,272000,3,2.0,1200,5700,0,0,5,7,1200,0,1942,0,98178,47.5031,-122.242,1190,12.1182708,226.66666666666666,0,pink
9427,665000,5,2.25,3320,60984,0,0,3,9,3320,0,2000,0,98045,47.4862,-121.718,1580,68.95951326,200.3012048192771,3,dark purple
9428,225000,3,2.5,1590,8449,0,0,3,7,1590,0,1989,0,98030,47.3493,-122.177,1750,23.40118473,141.50943396226415,0,pink
9429,375000,3,2.5,2750,37096,0,0,3,9,2750,0,1989,0,98038,47.3732,-122.023,2700,37.39543258,136.36363636363637,0,pink
9430,375500,3,1.5,1530,7200,0,0,3,8,1530,0,1975,0,98155,47.7691,-122.297,2150,10.31480083,245.4248366013072,0,pink
9431,550000,3,1.75,1570,6500,0,0,3,7,920,650,1948,0,98116,47.565,-122.398,1570,7.546834629,350.31847133757964,3,dark purple
9432,248000,3,1.0,1470,7680,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,5.626951794,168.7074829931973,0,pink
9433,546940,3,1.0,1470,7680,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,5.626951794,372.06802721088434,3,dark purple
9434,680000,4,3.0,3150,6175,0,0,3,9,3150,0,2001,0,98075,47.5968,-122.017,3150,35.33086228,215.87301587301587,3,dark purple
9435,350000,4,2.5,2380,6124,0,0,3,8,2380,0,1997,0,98030,47.3662,-122.175,2170,22.92078176,147.05882352941177,0,pink
9436,593000,2,2.5,2000,2500,0,1,3,8,1810,190,1994,0,98116,47.5788,-122.396,1970,7.077757853,296.5,3,dark purple
9437,390000,2,1.0,1140,8147,0,0,3,7,1140,0,1958,0,98125,47.7278,-122.289,1260,8.623581238,342.10526315789474,0,pink
9438,297000,3,1.0,1340,18000,0,0,4,7,1340,0,1924,0,98070,47.4443,-122.509,1660,21.77208921,221.6417910447761,0,pink
9439,355000,2,1.0,1450,9150,0,0,4,7,1450,0,1965,0,98188,47.4689,-122.277,1440,10.57938547,244.82758620689654,0,pink
9440,309900,3,2.5,2020,26670,0,0,3,7,2020,0,1987,0,98003,47.2597,-122.31,1680,21.03668209,153.41584158415841,0,pink
9441,257000,3,2.25,1810,12000,0,0,3,7,1810,0,1992,0,98003,47.3476,-122.3,1720,16.09716758,141.9889502762431,0,pink
9442,1700000,4,3.0,3600,9687,0,0,4,9,3600,0,1959,1995,98004,47.6257,-122.208,2620,14.11212286,472.22222222222223,1,purple
9443,300000,3,2.0,1260,2550,0,0,3,7,1260,0,1987,0,98117,47.6821,-122.378,1590,6.432607312,238.0952380952381,0,pink
9444,500000,3,2.0,1560,1156,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,3.424315399,320.5128205128205,0,pink
9445,900000,8,4.0,4020,7500,0,0,3,8,2010,2010,1968,0,98107,47.6732,-122.363,1560,4.883075536,223.88059701492537,3,dark purple
9446,695000,4,3.0,3150,9130,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,35.33006351,220.63492063492063,3,dark purple
9447,213400,4,2.5,1680,6655,0,0,3,7,1680,0,2001,0,98030,47.3867,-122.191,1680,20.77599267,127.02380952380952,0,pink
9448,425000,2,1.0,1320,8830,0,0,3,7,1020,300,1939,0,98199,47.6433,-122.404,1620,7.954076455,321.969696969697,0,pink
9449,420000,3,3.0,2700,47050,0,0,4,9,1570,1130,1986,0,98058,47.4446,-122.104,2260,27.46904523,155.55555555555554,0,pink
9450,411000,1,1.0,1080,5000,0,0,3,7,1080,0,1948,0,98199,47.6603,-122.394,1620,7.233785171,380.55555555555554,0,pink
9451,762500,4,2.25,3130,41382,0,0,3,9,3130,0,1986,0,98053,47.6683,-122.034,3130,33.60593747,243.6102236421725,3,dark purple
9452,569950,5,4.5,4850,40902,0,0,3,10,4850,0,2001,0,98023,47.3181,-122.344,1640,17.42436551,117.51546391752578,3,dark purple
9453,258000,4,1.0,1220,8500,0,0,5,6,1220,0,1916,0,98168,47.4792,-122.277,1460,10.09928697,211.47540983606558,0,pink
9454,499000,3,2.25,1780,3665,0,0,3,8,1780,0,2004,0,98029,47.5495,-121.997,1770,37.71875615,280.3370786516854,0,pink
9455,310000,3,1.0,1250,10723,0,0,4,7,1250,0,1961,0,98059,47.4894,-122.135,1520,23.33374612,248.0,0,pink
9456,398500,2,2.5,1780,1311,0,0,3,8,1350,430,2005,0,98103,47.6962,-122.34,1390,5.130963575,223.87640449438203,0,pink
9457,250600,4,2.5,1930,8660,0,0,3,7,1120,810,1981,0,98001,47.3261,-122.26,1830,18.82679109,129.84455958549222,0,pink
9458,352000,4,2.5,2470,6116,0,0,3,7,1420,1050,1985,0,98038,47.3792,-122.047,1670,34.79716812,142.51012145748987,0,pink
9459,600000,2,1.0,1180,2160,0,1,3,7,940,240,1909,0,98119,47.6313,-122.368,2700,3.908705564,508.47457627118644,3,dark purple
9460,645000,3,1.0,2270,4182,0,0,4,7,1170,1100,1946,0,98115,47.688,-122.32,1860,4.887072022,284.1409691629956,3,dark purple
9461,291500,4,2.5,1770,5000,0,0,3,7,1770,0,2004,0,98038,47.3503,-122.005,2080,39.76155182,164.68926553672316,0,pink
9462,350000,4,1.75,2250,13515,0,0,4,8,2150,100,1940,0,98030,47.3789,-122.229,2150,18.08923352,155.55555555555554,0,pink
9463,279000,3,2.5,1540,7280,0,0,3,7,1080,460,1974,0,98003,47.3102,-122.322,1220,17.91318368,181.16883116883116,0,pink
9464,320000,2,1.0,820,5400,0,0,3,6,820,0,1940,0,98117,47.6976,-122.375,1370,6.854305256,390.2439024390244,0,pink
9465,495000,2,2.0,1580,5203,0,0,3,8,1580,0,2004,0,98053,47.7174,-122.032,1560,34.24379515,313.2911392405063,0,pink
9466,490000,4,2.5,2430,42646,0,0,3,7,1450,980,1989,0,98014,47.6164,-121.953,2000,42.43943108,201.64609053497944,0,pink
9467,770000,5,1.5,2160,5000,0,2,4,8,2160,0,1926,0,98107,47.6645,-122.36,1450,4.273038175,356.48148148148147,3,dark purple
9468,215000,3,1.75,1770,29004,0,0,3,8,1770,0,1959,0,98023,47.3204,-122.364,2300,17.56702075,121.46892655367232,0,pink
9469,665000,3,3.5,3580,95832,0,0,3,9,3580,0,2005,0,98038,47.4239,-122.015,2880,37.22184242,185.75418994413408,3,dark purple
9470,423500,3,2.25,1890,7498,0,0,3,7,1190,700,1987,0,98125,47.73,-122.297,1660,8.244820847,224.07407407407408,0,pink
9471,850000,3,3.0,1910,4800,0,0,3,9,1910,0,1900,1991,98103,47.6572,-122.346,1280,3.050127257,445.0261780104712,3,dark purple
9472,155000,2,1.0,910,6232,0,0,3,6,910,0,1943,0,98118,47.5328,-122.272,1070,8.358399871,170.32967032967034,0,pink
9473,505000,3,2.25,1460,7210,0,0,3,7,1460,0,1963,0,98008,47.6316,-122.119,1850,24.01221709,345.8904109589041,0,pink
9474,780000,3,3.5,3310,5558,0,0,3,9,3310,0,2005,0,98029,47.5553,-122.003,3310,37.02284213,235.64954682779455,3,dark purple
9475,165000,3,1.5,1630,22764,0,0,3,7,1630,0,1970,0,98032,47.3611,-122.293,1620,15.5318892,101.22699386503068,0,pink
9476,707000,2,2.5,2130,5001,0,0,5,8,1330,800,1972,0,98199,47.6573,-122.399,1750,7.677831807,331.92488262910797,3,dark purple
9477,497000,3,2.5,1220,1475,0,0,3,8,1220,0,2000,0,98117,47.6909,-122.395,1220,8.241388843,407.37704918032784,0,pink
9478,349170,4,1.75,1670,8856,0,2,3,7,1070,600,1955,0,98178,47.5056,-122.251,1660,11.19687292,209.08383233532933,0,pink
9479,287000,4,1.5,1300,10050,0,0,3,7,1300,0,1963,0,98059,47.4899,-122.116,1730,25.34326983,220.76923076923077,0,pink
9480,2380000,4,2.5,3220,20251,0,0,3,10,3220,0,1969,0,98006,47.5692,-122.192,4200,16.05086178,739.1304347826087,2,medium purple
9481,645000,4,2.5,2430,14400,0,0,5,8,1670,760,1963,0,98007,47.6202,-122.138,2140,21.87448552,265.4320987654321,3,dark purple
9482,238000,5,2.25,2240,9652,0,0,3,7,2240,0,1990,0,98055,47.4249,-122.211,2180,17.62114282,106.25,0,pink
9483,328000,5,2.25,2240,9652,0,0,3,7,2240,0,1990,0,98055,47.4249,-122.211,2180,17.62114282,146.42857142857142,0,pink
9484,365000,2,1.5,790,1123,0,0,3,8,700,90,2003,0,98119,47.651,-122.368,1370,4.421689094,462.0253164556962,0,pink
9485,380000,3,1.0,1380,8147,0,0,4,7,1380,0,1948,0,98155,47.7407,-122.3,1360,8.645202512,275.3623188405797,0,pink
9486,525000,4,1.5,1680,10500,0,0,3,7,1680,0,1962,0,98033,47.6806,-122.166,1830,19.20902269,312.5,3,dark purple
9487,402000,4,2.25,2000,3672,0,0,5,7,1650,350,1926,0,98117,47.6769,-122.383,2000,6.671458496,201.0,0,pink
9488,308000,2,1.0,1680,9250,0,0,3,7,860,820,1969,0,98072,47.7618,-122.162,1590,21.19300334,183.33333333333334,0,pink
9489,405000,3,2.5,1960,6997,0,0,3,7,1960,0,2006,0,98065,47.5415,-121.887,2320,49.94372935,206.6326530612245,0,pink
9490,808000,3,1.75,2590,32380,0,0,3,8,2590,0,1951,1994,98177,47.7539,-122.37,2340,9.393589497,311.96911196911196,3,dark purple
9491,875000,4,3.5,3790,6874,0,0,3,9,3790,0,2010,0,98053,47.6956,-122.022,3370,35.12876123,230.8707124010554,3,dark purple
9492,860000,3,2.5,2370,55321,0,0,4,8,2370,0,1982,0,98074,47.6148,-122.057,2590,30.87477435,362.8691983122363,3,dark purple
9493,367500,4,2.25,1930,7925,0,0,3,8,1300,630,1960,0,98155,47.7626,-122.312,1930,9.386614404,190.41450777202073,0,pink
9494,604000,6,3.5,2580,13572,0,0,3,8,1290,1290,1987,0,98052,47.6796,-122.113,2020,24.98487941,234.10852713178295,3,dark purple
9495,230000,2,0.75,890,19703,0,0,3,6,890,0,1934,0,98045,47.4922,-121.783,1270,61.73731215,258.4269662921348,0,pink
9496,435000,4,2.75,2160,8148,0,0,3,7,1410,750,1978,0,98125,47.7261,-122.306,2060,7.574343754,201.38888888888889,0,pink
9497,347500,4,2.5,1970,7098,0,0,3,7,1970,0,2007,0,98038,47.3576,-122.058,1970,34.21789448,176.39593908629442,0,pink
9498,525000,4,1.75,1570,16697,0,2,3,7,1030,540,1981,0,98052,47.671,-122.135,1560,22.488499,334.3949044585987,3,dark purple
9499,280000,2,1.5,1480,15641,0,0,4,7,1480,0,1940,0,98146,47.5008,-122.366,1520,7.400254245,189.1891891891892,0,pink
9500,490000,2,1.5,1480,15641,0,0,4,7,1480,0,1940,0,98146,47.5008,-122.366,1520,7.400254245,331.0810810810811,0,pink
9501,265000,4,1.75,1430,5490,0,0,5,6,1430,0,1942,0,98056,47.494,-122.184,1030,18.12315617,185.3146853146853,0,pink
9502,645000,4,2.25,2720,18295,0,0,4,8,2000,720,1979,0,98075,47.5851,-122.073,2720,29.13356609,237.13235294117646,3,dark purple
9503,390000,3,2.25,2420,31497,0,0,4,8,1750,670,1964,0,98058,47.4422,-122.151,2040,22.73178106,161.15702479338842,0,pink
9504,267500,3,2.5,1400,7629,0,0,3,7,1120,280,1988,0,98030,47.3788,-122.179,1530,22.10580358,191.07142857142858,0,pink
9505,1280000,4,3.5,5844,10766,0,1,3,11,5844,0,2007,0,98023,47.3293,-122.364,3413,17.04698773,219.0280629705681,1,purple
9506,404000,4,1.75,1840,10720,0,0,3,7,960,880,1958,0,98008,47.6074,-122.125,1840,23.31320746,219.56521739130434,0,pink
9507,380000,3,2.25,2530,12042,0,0,3,8,2530,0,1989,0,98042,47.3742,-122.125,2480,27.20038694,150.19762845849803,0,pink
9508,812500,4,2.75,2810,10300,0,0,4,9,1810,1000,1978,0,98006,47.5626,-122.149,2710,20.83855976,289.1459074733096,3,dark purple
9509,265000,3,1.0,1020,8610,0,0,5,7,1020,0,1959,0,98056,47.4974,-122.169,1070,19.60469131,259.80392156862746,0,pink
9510,480000,5,2.75,2550,7725,0,0,5,8,1390,1160,1967,0,98056,47.5388,-122.171,2450,18.68847252,188.23529411764707,0,pink
9511,264000,1,1.0,710,4725,0,0,3,6,710,0,1939,0,98133,47.7328,-122.34,900,7.297576562,371.83098591549293,0,pink
9512,1350000,5,3.0,5530,38816,0,2,3,10,5530,0,1969,1994,98072,47.7352,-122.116,3800,25.41242657,244.122965641953,1,purple
9513,550000,4,1.75,2150,9000,0,0,4,7,1110,1040,1966,0,98052,47.6812,-122.113,2040,25.00060769,255.8139534883721,3,dark purple
9514,615000,2,1.5,880,2400,0,0,3,7,880,0,1929,0,98122,47.6144,-122.295,1220,4.415381205,698.8636363636364,3,dark purple
9515,464000,3,1.75,1630,28600,0,0,3,8,1630,0,1967,0,98072,47.7742,-122.14,2260,23.722314,284.66257668711654,0,pink
9516,365000,3,1.0,1380,30940,0,0,3,8,1380,0,1976,0,98042,47.334,-122.106,2350,30.25205442,264.4927536231884,0,pink
9517,490000,4,2.25,2800,10800,0,0,3,8,1680,1120,1977,0,98011,47.7448,-122.177,2260,19.25666729,175.0,0,pink
9518,280927,4,2.25,2070,7350,0,0,4,8,2070,0,1977,0,98032,47.3615,-122.274,2080,16.26206294,135.71352657004832,0,pink
9519,282613,2,1.0,830,6017,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,8.09378628,340.49759036144576,0,pink
9520,675000,3,2.25,2770,15886,0,0,3,10,2770,0,1982,0,98177,47.7464,-122.362,3290,8.63759779,243.68231046931407,3,dark purple
9521,575550,4,2.5,2060,7475,0,0,3,8,1440,620,1985,0,98052,47.7272,-122.105,2280,26.45677849,279.3932038834951,3,dark purple
9522,259900,3,2.0,1490,7770,0,0,4,7,1490,0,1990,0,98042,47.3686,-122.09,1540,30.75193164,174.4295302013423,0,pink
9523,450000,4,2.25,2120,8267,0,0,3,8,2120,0,1996,0,98045,47.4885,-121.779,2150,62.20411309,212.26415094339623,0,pink
9524,487500,4,2.5,2810,6296,0,0,3,9,2810,0,2013,0,98059,47.5019,-122.151,2850,21.41380848,173.48754448398577,0,pink
9525,275000,4,2.25,2400,17842,0,0,4,7,2400,0,1973,0,98002,47.2866,-122.217,1610,23.2609306,114.58333333333333,0,pink
9526,305000,3,2.5,2460,5027,0,0,3,8,2460,0,2002,0,98042,47.372,-122.102,2740,29.48203057,123.98373983739837,0,pink
9527,395000,3,1.75,2030,217800,0,2,4,8,2030,0,1977,0,98092,47.2618,-122.12,2570,31.57976771,194.58128078817734,0,pink
9528,215000,3,1.0,880,7648,0,2,4,6,880,0,1940,0,98022,47.1963,-121.997,1020,44.84291224,244.3181818181818,0,pink
9529,410000,3,2.0,1320,6000,0,0,4,7,1320,0,1920,0,98144,47.5752,-122.304,1620,4.003260194,310.6060606060606,0,pink
9530,440000,4,2.5,2160,7826,0,0,4,7,1390,770,1976,0,98155,47.7754,-122.276,2190,11.77058525,203.7037037037037,0,pink
9531,1160000,4,3.5,4190,15724,0,2,3,11,4190,0,1994,0,98027,47.5518,-122.096,3300,26.76439981,276.8496420047733,1,purple
9532,500000,4,2.0,2280,7200,0,0,4,7,2280,0,1956,0,98133,47.7132,-122.355,1100,6.51427883,219.2982456140351,0,pink
9533,961000,5,2.75,2590,6120,0,0,3,8,2590,0,1909,0,98105,47.6667,-122.327,1390,3.44789633,371.04247104247105,3,dark purple
9534,825000,4,2.25,2770,9340,0,0,4,9,2770,0,1979,0,98027,47.5628,-122.081,3010,28.3464593,297.83393501805057,3,dark purple
9535,734000,3,1.75,2145,3840,0,0,5,8,2145,0,1910,0,98103,47.6875,-122.357,1140,5.21062272,342.1911421911422,3,dark purple
9536,490000,4,4.25,4480,5715,0,0,3,7,3680,800,2003,0,98030,47.373,-122.179,2190,22.32155286,109.375,0,pink
9537,175000,4,2.5,1780,6000,0,0,3,7,1780,0,1991,0,98198,47.3828,-122.302,1630,14.0155432,98.31460674157303,0,pink
9538,190000,1,1.0,720,4800,0,0,3,6,720,0,1914,0,98118,47.5303,-122.27,1240,8.625769548,263.8888888888889,0,pink
9539,305000,4,2.25,2050,12581,0,0,4,7,2050,0,1978,0,98002,47.3215,-122.204,1620,22.48239973,148.78048780487805,0,pink
9540,1300000,3,1.0,2040,7936,0,3,5,8,1680,360,1940,0,98177,47.7028,-122.385,2300,7.842581474,637.2549019607843,1,purple
9541,417000,2,1.0,920,6600,0,0,3,6,920,0,1919,2003,98118,47.5452,-122.27,1510,8.169919841,453.2608695652174,0,pink
9542,275000,2,1.0,680,4190,0,0,2,5,680,0,1906,0,98103,47.6901,-122.358,1070,5.39971836,404.4117647058824,0,pink
9543,661000,3,2.5,1940,8196,0,0,3,8,1940,0,1991,0,98052,47.6786,-122.151,2070,20.81700235,340.7216494845361,3,dark purple
9544,435000,4,2.75,2230,9640,0,0,3,8,1320,910,1998,0,98125,47.7269,-122.325,2100,7.003729786,195.06726457399103,0,pink
9545,788000,5,2.25,2910,9454,0,1,3,8,1910,1000,1972,0,98005,47.5871,-122.173,2400,18.02874248,270.79037800687286,3,dark purple
9546,1800000,5,3.25,5270,17232,0,1,3,10,4010,1260,1977,2003,98040,47.5536,-122.228,3550,12.33165159,341.5559772296015,1,purple
9547,408000,5,3.25,2820,6589,0,0,3,7,2320,500,1906,2014,98118,47.5357,-122.273,1560,8.170954127,144.68085106382978,0,pink
9548,570000,2,1.0,1790,3760,0,0,4,8,1490,300,1912,0,98144,47.5926,-122.293,1458,4.752561868,318.43575418994413,3,dark purple
9549,1540000,5,3.25,2920,6960,0,1,3,9,2120,800,1953,2008,98105,47.6712,-122.272,2470,7.844763641,527.3972602739726,1,purple
9550,400000,2,1.0,840,5510,0,0,3,7,840,0,1955,0,98136,47.5247,-122.391,1630,8.083554332,476.1904761904762,0,pink
9551,247000,3,1.75,1820,8740,0,0,4,8,1820,0,1987,0,98023,47.3074,-122.385,2210,18.8886456,135.71428571428572,0,pink
9552,453000,3,1.75,1550,7200,0,0,3,7,1100,450,1949,0,98125,47.7071,-122.314,1560,6.184884021,292.258064516129,0,pink
9553,235000,2,1.0,1270,3008,0,0,4,6,650,620,1923,0,98118,47.5351,-122.279,1270,7.64090941,185.03937007874015,0,pink
9554,675000,4,1.75,2460,5750,0,3,5,7,1620,840,1919,0,98126,47.5601,-122.378,1760,5.677317417,274.390243902439,3,dark purple
9555,516200,3,2.0,2110,5150,0,0,5,6,1080,1030,1919,0,98118,47.5521,-122.271,1170,7.883340175,244.64454976303318,0,pink
9556,650000,1,1.0,920,91476,0,0,3,6,920,0,1996,2002,98070,47.448,-122.472,1746,18.08350513,706.5217391304348,3,dark purple
9557,257100,3,1.5,1500,10227,0,0,4,7,1000,500,1945,0,98022,47.2043,-121.996,1490,44.67922643,171.4,0,pink
9558,457000,2,2.0,1440,9985,0,0,3,8,1440,0,2006,0,98053,47.7217,-122.03,1510,34.51002875,317.3611111111111,0,pink
9559,540000,3,1.75,1610,3478,0,0,4,7,1060,550,1929,0,98117,47.6774,-122.372,1610,5.751944102,335.40372670807454,3,dark purple
9560,268000,3,1.75,1970,10270,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,15.77388289,136.04060913705584,0,pink
9561,300000,3,1.0,1150,7314,0,0,3,7,1150,0,1960,0,98008,47.6246,-122.113,1350,24.66095929,260.8695652173913,0,pink
9562,380000,2,2.5,2110,114127,0,0,4,8,1590,520,1975,0,98031,47.4137,-122.212,1960,17.96000522,180.09478672985782,0,pink
9563,725000,3,2.5,3580,54450,0,0,3,9,3580,0,1990,0,98038,47.4026,-122.033,3090,35.7313164,202.51396648044692,3,dark purple
9564,249000,3,1.0,1000,19204,0,0,3,7,1000,0,1968,2010,98042,47.3167,-122.081,2450,33.14726382,249.0,0,pink
9565,274000,5,1.0,1680,9383,0,0,3,7,1400,280,1929,0,98155,47.7523,-122.311,1680,8.830589743,163.0952380952381,0,pink
