,Actual,Predicted
6896,502700,816086.8310380876
7101,284000,502819.9995957762
11896,354000,522858.5532500446
6480,425500,470800.99399627745
10557,502000,600175.0835056454
10385,405000,456388.19923871756
4660,409000,543254.4150352478
1967,490000,320312.22486341
16365,1200000,762400.1608475
19518,210000,161930.4436223358
19797,949990,967478.4479443878
3917,575000,684848.7878055125
7863,1150000,1314788.6986219585
16488,271000,211608.93695397675
20122,1240000,1281863.5363417119
11787,170000,231010.32309740782
12218,324500,320276.40206339955
11790,365000,434062.3231472969
1541,375000,384855.95671889186
9683,260750,269090.576467976
10564,309950,280458.8842357844
12205,269500,259066.74579817057
19659,375000,399007.89841908216
1338,435000,617737.9728533179
5754,368250,549881.7834941447
863,910000,876471.1981908977
14703,515000,323000.8513645381
5473,836000,788512.3207988888
2563,1620000,1401203.8374368697
20634,524225,597825.1290007681
7530,292500,248728.09353655577
23,252700,164309.52148258686
9657,1090000,1239429.2095919698
14527,996000,1125246.9304121733
10664,216000,63410.547205358744
11993,389950,207500.02096432447
12580,587000,705993.053685978
878,185000,207908.09823086858
21015,260000,390745.15339389443
1462,495000,520759.78268224
854,327000,306789.8695640862
11135,650000,849498.201627925
7374,713000,715227.8521170616
5218,350000,282999.3128885329
4835,248000,405038.76232373714
19575,235000,232551.87411266565
20194,475000,425363.11586749554
16223,800000,773461.3320887536
16173,580000,915883.9054831862
8066,560000,572955.6699839979
12605,740000,887546.7688766867
9331,217000,230797.61029668152
3261,691500,699924.1329117417
9289,587750,408600.2476210296
3600,933000,790929.7327599972
1177,328000,670231.7706991136
19604,451000,441886.6279784143
8646,289900,171756.05369605124
10718,265000,222971.6228250265
108,680000,975192.074298501
10434,400000,592091.1976182163
9551,247000,299618.90921892226
17661,217500,272202.1856086999
9085,436000,639183.7838015109
5997,620000,703055.0947020948
9266,200000,116347.31025484204
13729,270000,33435.78303273022
222,527000,693764.1523646861
3764,84000,113067.7332316637
19138,375000,364323.19036234915
11703,478000,572472.0593870431
4712,300000,458584.17759399116
7138,210000,55439.46170499921
8146,635000,667199.8345444798
10930,500000,422517.6770686209
20126,554950,749012.5415691137
16388,706000,704292.051930204
4424,325000,247817.09316517413
28,438000,476705.96585933864
13323,325000,446599.1977404207
14094,521900,721101.2655128837
17237,640000,637464.872101903
5299,99000,156851.95851506293
9771,505000,719763.5182576925
18770,676500,674221.3197381347
18916,592500,650037.8421434313
6714,712000,579435.6076596677
11728,330000,261899.0271218419
16486,298500,440657.22066892684
18504,698000,459066.9653849453
9248,368000,266843.8890648931
18954,308900,357965.9380007535
21104,834538,785124.9471879303
18507,695000,852556.2172067016
8201,249000,433000.5937872827
6122,589950,637423.1509319395
10188,505000,451874.4360642582
16227,500000,703693.3021849245
20900,436000,426199.9506648034
5930,749400,1003927.5070524365
3039,763776,712851.871263206
4907,298700,378959.76233682036
8979,450000,447464.29288098216
2332,555000,802355.1760351062
10269,1300000,1147347.3958337605
17044,550000,451171.92203451693
15030,352000,414207.711296767
11577,259875,201021.5386775583
16632,470000,440387.3955502361
1897,133000,47960.05836318433
7853,475000,667669.3656430244
10592,715000,748418.7561920583
17688,364900,570374.4298299849
11052,245000,510659.372084558
2987,590000,804658.0959492922
17077,780000,640082.7928996086
8004,476500,409253.41141448915
13599,575000,549907.3217124492
7174,470000,440981.9662101418
11831,305495,477969.3020785451
12552,1090000,1153020.682289198
1280,345000,367436.3914153278
12796,610000,595148.0524292886
5846,1530000,1715559.0979765058
12243,128750,-69982.00788162649
5042,600000,435487.5740291029
6064,827000,652014.626570493
2785,669000,469204.6769441515
16921,1390000,960184.587782085
10713,500000,470783.0289271772
6060,228000,206228.39114522934
13601,348580,398154.2949295342
18572,530000,457805.5795093775
18415,618500,585109.8895802945
17864,540000,528353.5785350502
10790,411000,453440.2202822566
7542,165000,208340.65302078426
11802,375000,357313.94095392525
12682,470000,736188.013362661
8939,230000,222708.4694968015
20436,731500,578855.1417748183
5388,323000,465513.95428197086
7517,470000,409180.5533886552
993,178500,134241.22607323527
8392,475000,550995.5559089929
19148,423800,629189.4877443463
12561,315000,317695.7362162918
345,165000,93941.97487454116
412,632925,845933.7008605152
18332,335000,355619.2965347469
14016,255000,338129.39898851514
19511,500000,501131.9392539263
15052,840000,827404.264596805
2245,509950,632094.2148690373
6909,1030000,1003384.5679648072
15505,724000,567422.6018679887
7687,295000,187589.96550361812
21508,462500,364492.17361967266
2771,960000,1045153.8235518485
10262,426950,439708.44431586564
9706,1250000,1142365.1856422424
17676,612500,651233.1768718362
13862,500000,434792.4076921642
15108,534640,619744.331477806
9601,1760000,996445.4937228411
17382,145000,-115130.06395681202
9195,625000,542836.1364016384
19112,390000,349854.2343363762
2051,380000,451544.4334471226
3733,277284,267069.40084290504
11936,600000,1362787.6127520204
17075,1070000,1206310.4907660484
8884,240000,286881.0787346214
4665,414000,210547.44123704731
13792,760000,897161.6136665046
6247,408000,507929.7605250925
9124,250000,74137.83955721557
1818,700000,695495.5760362595
2635,415000,486106.52496398985
7272,295000,258316.05882957578
5792,699950,869061.2396889478
5045,1390000,1546551.2435206324
15944,294950,395555.36591796577
11555,350000,497718.6122404784
17901,292000,460023.484173432
14431,697000,732704.1978678256
8347,532000,458621.8555377573
16127,290000,357789.5579584688
8958,700000,524181.0065034777
8942,188000,55955.527681425214
14221,815000,647883.2972055674
764,405300,553491.529294461
16907,949000,1282493.9584201872
308,550700,452157.54002963006
16294,280000,226589.32776503265
8224,555000,777045.8601359427
9311,571500,524952.673982203
7719,790000,779318.0046940446
11904,685000,579348.156120643
15064,690000,546010.8254150301
5878,200000,143942.13635343313
3661,1290000,1218869.1077902168
3259,256000,143369.39259688556
12474,517000,682979.6105194837
2226,465000,472269.9261691421
20442,319000,347941.3938589543
17632,239950,394846.72372829914
11157,463000,595255.2303005159
3951,700000,1204696.8235687017
10109,319000,445970.64039589465
557,238000,179007.80783574283
9018,710800,930935.2747116685
15654,585000,362024.19799658656
5418,675000,627010.525062725
10454,519500,494002.5756673813
9176,305000,496788.38672688603
19456,305000,299166.18393823504
19672,915000,890612.0426865369
12995,635000,514784.79090447724
4344,240415,105344.2906562537
2071,225000,49334.17920598388
14975,368750,380194.12400363386
8054,760000,770480.7434063703
7526,255000,233435.01340584457
4438,790000,730588.964773953
13253,466200,429980.4042406231
6670,590000,522771.1747430712
16333,670000,583042.3437435478
6482,545000,646985.8876749277
14948,220000,258292.21095481515
7400,564000,495115.18433359265
2934,315000,316812.23048006
11175,225000,113827.16803202033
2960,464000,524164.5302183032
10408,359000,387756.25653481483
20210,1790000,1396185.9059354365
8489,880000,740876.7117817402
12086,320000,398613.73468644917
7673,299900,487603.3605271727
6985,303100,469913.21481077373
16599,767250,611267.9442116767
12988,565000,473301.7099350542
6502,557500,699626.7095011175
12979,300000,339170.6623031348
14503,234500,295323.72628825903
10525,467000,565808.5350986868
4575,640000,733120.1880024225
18958,959000,853221.563681528
14992,397000,559169.9083252102
14659,481450,454425.893586725
14213,517500,355847.5005465597
8917,449000,273048.16695448756
8325,315000,289042.3726055473
12089,218000,265979.3427271396
175,425000,399872.2943882048
18965,485000,525179.5872949362
2109,490000,447720.0376060754
9941,445000,581043.7125913799
10468,292000,402433.7388536185
13498,869000,989498.3564768285
4403,2050000,1451218.1408245862
19998,412000,496557.25164198875
18412,420000,355354.369032532
8499,270000,401434.9102551043
1204,525000,431043.64218464494
20973,477500,651635.4505874664
1160,1750000,1254200.7552668005
9426,272000,382879.0730571896
6912,1370000,936449.4124161303
4829,285000,402060.20888517797
9032,535000,590961.0743941814
4722,424000,512174.88295176625
6426,940000,688227.4249914587
3640,712500,533524.0753157884
9497,347500,210729.97707028687
636,214000,129465.55806393921
9995,462500,520690.08391337097
7362,406000,392664.8203957379
16051,278000,189004.57690644264
7154,430000,346369.96768298745
11547,357000,1189753.574225247
16533,362000,525560.965412572
12600,1300000,940696.267357856
10005,521000,606105.0177072585
9209,340000,604583.6220478415
9064,260000,265979.2143237293
1504,230000,87280.35905201733
10518,850000,760976.5407387912
4467,355000,464473.62132178247
13210,240000,375510.41988264024
1810,300000,252393.3454285264
16245,311500,401076.53170304
13777,1810000,890189.5550502837
8338,320000,432932.7678606063
10729,497000,639040.351175651
9435,350000,458006.68212780356
1789,279000,380866.15409117937
7234,230000,-8195.282076999545
15991,475000,675660.1523957253
13271,365500,390884.62428566813
17840,515000,466969.20733606815
3908,716000,479376.1958590746
7639,1450000,1030832.5970827937
1315,595000,652219.5683172196
1488,532000,462297.8538084328
20825,239800,353069.1946697235
225,390000,392460.2774550468
2105,280000,126862.69313132763
5657,538000,592177.0016070455
15113,555700,538443.7397937924
18252,415000,297956.4402157366
5343,335000,421687.431276232
21014,255000,237607.86010849476
17028,420000,409506.8723375052
18505,319000,344142.0694092959
7157,515000,473648.1482299417
6320,212700,331079.44597148895
12277,815000,457954.04235465825
14871,353000,283203.13232150674
3394,225000,276128.189610675
5910,785000,560074.3437183946
13106,600000,1025646.9110034257
17683,250000,246101.89319193363
13790,775000,825228.3890034109
12416,1290000,562939.3235281557
3372,705000,598324.6376048923
16623,705000,565211.7220465392
17889,219000,145869.52380123734
9084,883000,794415.1260084808
7725,1250000,1280926.5243559629
16929,160000,24432.04851040244
19586,1410000,1499172.4315324277
2356,305000,158779.4442730993
5131,220000,279508.2093666941
13837,525000,577521.9631367624
10602,489000,426842.9169638455
15566,320900,445247.15244981647
8239,915000,657326.6271339655
1851,386500,468909.52853246033
17286,440000,531454.8924378008
7463,415000,465181.59781333804
7508,435000,236614.8677443564
3118,350000,442659.1884563267
9352,329950,380697.233164683
1822,607000,399950.8732023537
21270,716000,615174.0274866074
4894,245000,363244.416480422
10795,976000,830682.8703214079
9938,480000,738231.9647251368
2050,272000,314916.2507978976
10752,207000,394813.3070346564
17831,299000,285933.7832634151
8799,215000,231563.71265427768
18313,255000,193592.30753976107
1047,515000,646051.9965674132
3249,530000,609613.7032627165
6440,343566,261704.15491232276
10943,675000,689077.1271858513
3603,470000,762462.7158824801
6595,302000,210958.92877165973
15664,448500,499210.2243466079
21016,810000,853717.6335989982
19832,359000,454464.05073291063
4316,432500,716064.7876966596
15737,500000,288209.517070055
13779,302500,495884.9840516746
12624,265000,243423.10273081064
967,440000,450811.34958812594
5185,190000,234040.22326913476
10488,410000,353154.7069412023
4622,419000,382638.7910671234
19056,275000,355016.4060164541
7449,265000,234151.74513971806
12852,595000,776666.3059616685
16441,525300,590941.2039920986
14569,796000,614955.8088497221
1546,503000,547311.727190882
16976,295000,435535.40167836845
6915,435000,419743.39110186696
5844,572500,742632.3978828937
3729,360000,551419.5240623951
16693,763000,633761.7408020794
1005,515000,454075.7214398384
4464,197500,316855.5132188797
6503,941000,807895.693569079
10158,775000,546195.2486002594
3830,524000,504765.35027354956
15076,365000,329925.3652691692
18626,410000,568635.7582498193
5747,1150000,1126021.6173294783
8732,305100,432855.7353334129
4426,402000,632261.8512976617
21088,363000,752129.6315835416
11726,400000,570038.2763419896
9499,280000,421911.4643457681
7659,465000,231797.81562320888
15462,619850,672700.657286644
5190,669950,687966.0270678699
2577,1240000,1389802.9581234306
8095,303000,282522.4034333825
5246,379000,551692.5137103796
8782,210000,164584.40481461585
6058,240000,174370.37277299166
10717,433495,655922.1336090267
7310,265000,287883.3825212419
8480,945000,1143542.034658134
18497,300000,414440.4921824783
16981,302000,398981.2356673032
19759,399000,380493.1951623559
18784,244950,345020.13101282716
697,268000,152356.5847633332
17129,655000,434411.8895828426
9921,275000,282204.28037269413
13410,275000,355283.8547642976
3694,750000,642960.7308331281
15093,380000,425441.2566499561
1533,657500,598124.4168142378
21220,775000,549947.5444714725
5919,677000,703880.9432453066
15744,315000,404740.6038329303
15558,309950,296904.5937640965
14171,820000,795907.2424032539
6131,795000,905836.9622089863
11959,831000,660582.9032155871
20562,479950,495688.9294013381
18866,600000,594289.589583233
13652,831500,1281118.221509397
11413,589000,493981.60431836545
211,625504,415572.16167348623
14859,431000,531372.833432585
20650,2320000,1522336.8741170913
21272,300000,380519.1889592558
4151,631000,575255.5600353181
3216,405000,590339.9647236764
20128,550000,676113.31170021
10724,612500,433896.7102421224
15562,525000,401982.4974474311
5459,352500,385540.2482726425
17474,428000,355023.2910414785
20992,415000,261654.00302363932
7842,120000,159240.2899786383
19891,500000,636806.8396295458
10830,229500,326170.0257512033
12612,405000,441598.68670734763
20344,550000,671397.9896500558
16904,557500,895364.6380007267
16611,369950,458434.70477725565
5229,545500,553117.6864952147
8233,585000,541949.1695122421
5895,963000,962707.3840077668
3344,905000,1073319.1907829046
7231,1400000,1176204.8356328458
20891,533112,399506.17115807533
4909,278000,354238.59744285047
14670,1480000,1465107.8789863288
10892,538000,412337.2738508433
10670,402500,409512.3320952654
5041,340000,271174.06553667784
761,400000,312001.0439849645
11033,506000,566325.5046112388
6908,885000,1130719.4976736605
18729,247500,176602.92643220723
19045,450000,507196.1118360609
6847,470101,705944.4279940128
19867,952990,911314.2750478238
19390,589900,960225.9797988683
14449,346000,418065.6080021411
4895,325000,628081.2334493846
11364,825000,741524.4443747699
8845,291000,149289.5670915991
12587,360000,347341.96886637807
10831,1580000,1450223.4000973552
1377,279200,189964.65499526262
16917,725000,777543.6429477483
7714,245000,127229.19142222404
16664,590000,663428.1157628
1623,750000,805134.1557371616
11169,280000,109794.56029589474
5036,711800,712192.9147317111
6256,394475,212970.03918918967
7042,390000,462134.13402864337
14729,712000,702702.8848207891
408,364950,420509.98655852675
7002,225000,116595.23041807115
562,880000,817646.7998841405
12731,550000,725131.1904282719
3268,507250,461594.91704270244
9734,354000,389528.6066084653
18991,365000,400520.16058044136
13119,516000,622008.8413769603
18137,627000,638052.4406825155
1292,550000,326261.78573063016
5256,220000,298964.4757115394
17755,2050000,1824010.4157936722
10449,774950,791595.1507139504
4405,1710000,1549431.0765421093
19965,447055,513623.65654458106
12564,370000,562400.3769500554
84,315000,258664.60936145484
8249,910000,990028.2121260315
1804,240000,462419.77402698994
2017,630000,556277.5983946323
19402,495000,697506.8503356874
9080,575000,603227.5850145072
5917,335000,94951.63019810617
5595,350000,679331.2622766644
5921,450000,446568.1097301096
3862,635000,734858.9770473987
6376,356000,283704.27975313365
11396,978000,1029094.9443089813
15506,890000,1059024.860283509
1260,995000,1842234.809988618
16961,632000,660243.8469531685
20483,599950,389228.4322657734
2674,278000,271937.7849394828
19638,274000,429730.42573821545
14824,300523,758447.2394101173
21568,490000,421564.3931737244
16748,465000,624101.9672649503
10931,448000,482578.51955607533
6414,795000,903303.2737684548
5109,800000,727834.9694391787
203,226500,106261.16485707462
9300,335000,210853.0405511111
1783,920000,1069750.0122865885
14183,950000,662040.5705282986
5952,285000,448230.5454823077
15351,720000,763786.9377850443
15782,989000,1155374.877856359
16636,635000,573487.4620406628
9254,530000,712327.9300413132
3018,202000,131480.2154416889
6037,2390000,1978104.016768843
18160,158000,177778.5044464916
15007,310000,359858.51665243506
9390,420000,275968.24607893825
3670,464500,670339.5190881491
18737,465000,620438.7979202121
12496,485000,437096.5867578387
1600,895000,921843.2567451894
11793,278750,353897.8167421073
16915,609000,876328.2347531617
5789,825000,781274.3234704733
2014,507000,574271.9218540937
7816,599000,544221.3155265003
6160,450000,493497.433221668
21275,392000,356186.95455764234
20869,461000,407567.8198252171
9670,607500,571734.326948896
13796,325000,330716.5677513629
2104,310000,317379.17024959624
1080,825000,1105241.6125466973
18132,760000,746381.5849483609
17424,209950,204223.47339975834
19954,631625,661172.857621789
4182,393500,299463.46859671175
15231,265000,306237.4408028722
4310,430000,546386.4644505978
18214,2480000,1401895.6580893844
5114,308130,496930.66936701536
5510,421000,573478.2592156231
3193,414000,658929.4164915681
5570,241500,166346.48958995938
1893,1580000,1258970.1041172743
12924,327200,378381.7141428292
11647,272000,263706.16393212974
16341,201000,27380.957660511136
8168,268000,312367.3434408307
7898,475000,445715.59733760357
9219,704000,704389.0034007728
11763,615000,490930.1077219844
13825,245000,434081.46366107464
13619,445000,30286.757564857602
10685,704000,458643.5613630712
18314,215000,397077.78670193255
13064,305000,571214.0645672083
7471,1030000,733875.2956423312
18049,446950,549233.1919721514
6995,595000,658443.2289853543
8316,525000,445970.7023778111
21137,265050,184267.15921631455
15530,482500,473690.02695052326
19063,191000,11773.28109177947
20245,221000,284861.47712023556
9957,359999,586960.3893803209
18030,304950,61798.4272890389
11103,388000,254570.73237402737
17079,305000,259329.65207907557
13592,349950,355650.92968036234
838,285000,637784.5979798585
16045,560000,546034.418473348
9966,234000,207797.16016234457
4864,600000,541359.6110131443
4163,628000,656960.8606588691
16189,447000,270559.7806818187
13226,248000,121032.33898936212
18696,430000,698015.9450217336
13795,228000,384921.7400595844
14850,375000,451881.9878041595
8134,760000,714101.7776283771
11365,495000,432443.7662836015
11799,225000,15094.393186181784
4167,810000,760852.4969168305
1536,391000,534263.6269846857
10017,808000,784001.2824884206
20449,510000,457500.74359048903
20657,310000,293492.99909223616
14978,840000,757226.654394418
14701,239950,277565.036740005
8955,750000,865047.9407676756
929,300000,299034.5891369879
2266,2750000,1751403.8937374502
18440,170500,225081.4117206186
20767,239000,236226.97215254605
21326,417000,373440.4848252684
8275,359950,482113.6802176088
20799,1330000,1199108.0444870293
9675,415000,480254.067369923
8701,417200,328864.4608723372
18693,645000,334173.3193625212
7777,660000,569151.9959056824
14705,1160000,1072362.0413568765
525,727500,527813.5055105537
3007,430000,641418.4273423553
703,485000,499464.56494009495
6363,320000,353514.6734762043
4364,800000,591234.8431909233
13207,455000,242863.22732684016
21419,465750,731063.9000846744
6066,671300,624930.3002245128
10257,217500,176895.0385685414
13094,556000,510009.19837872684
9051,348140,445942.26765467227
21570,380000,227969.70346567035
10611,860000,802197.8845044374
10926,450000,512747.09740519524
15190,542000,639182.8976480067
17263,232000,123876.86233989894
10971,545000,1113170.2323955595
11183,355000,363908.1187220812
6086,792500,956548.1736932397
13110,419000,687418.6915948838
11144,515000,677062.0539981127
9008,490000,457553.6091299653
6089,533000,494500.43455031514
20964,305450,309782.7504863292
12222,887500,1226383.612999007
1785,901000,473242.1699577272
11067,425000,786099.2731693685
5004,805000,737776.5671620518
17977,500000,862783.1858409047
6054,530000,469267.60686160624
1537,420000,469961.1381716132
4765,154000,408011.1435291022
8342,756000,571291.5256787837
619,210000,249571.7444590479
11727,303000,261553.07197540998
21217,452000,573819.8595298976
11038,665000,692535.0914734602
14590,194000,302760.62723234296
10866,475000,619938.8975879401
7655,435000,427138.14177405834
4648,125000,57458.620932132006
3674,245000,338124.15888370574
14651,850000,668939.4769843966
19084,420000,869742.7596340626
10478,425000,402338.2315080017
12493,705000,782820.2996504158
2921,570000,453851.69655390084
8405,515000,508930.1985886544
8703,506000,425727.6914587021
1842,762500,725249.8619581461
4530,390000,691104.1999371499
2196,311750,301334.59998585284
19966,415000,345549.82386918366
14418,500000,679327.306301102
14069,280000,21296.096851453185
6366,215000,213964.86475405097
17709,845000,881186.7446342111
10903,460000,497634.02637150884
556,1950000,1346420.602904126
10275,218000,93248.94729022682
12878,380000,310423.51483258605
20672,256703,12895.698446586728
5255,199990,4989.325380370021
18935,910000,880064.2184655666
38,240000,85258.95522220433
19850,435000,372980.63050189614
4290,358803,403647.24621117115
11221,725000,930650.0000423342
14880,725000,798211.1389425248
13576,502000,566572.9770160317
3858,2200000,1187248.0449420363
16721,336000,399128.3947263658
4208,1290000,1078811.649557352
6215,640000,748345.6803340018
6222,289950,376945.9170695245
3000,535000,450976.5707580298
15683,1160000,1204657.0429023355
2712,1110000,1769159.628659919
4732,405100,160540.21021302044
5240,370000,533792.0805530697
21491,1560000,1367128.3349076658
17122,299000,448878.4855995625
19188,925000,1007365.2684007287
4429,396000,675437.457341224
5891,434975,430401.6634514183
11109,545000,711670.2396462262
13778,345000,469773.49763801694
3169,587500,597378.5263322741
14388,998000,1080539.1562209874
13649,265000,398253.47859050333
19791,455000,490823.4230530113
9616,358000,316126.96970431507
18825,540000,453364.6742595583
15199,336600,202440.4245696962
20661,680000,577711.1264733225
9421,800000,753738.0203484595
13849,329900,614529.5857505947
9578,730000,963426.7993157506
14853,575000,641797.2191744745
16615,799500,732459.0909652412
3366,613000,574223.1913109571
8793,306950,219372.48159478605
16007,377000,264410.8579380065
20990,409316,282204.88544359803
2012,387500,439473.8585858345
11968,501000,586085.768751204
21078,295000,178424.11933095753
4755,975000,665222.8573131263
20588,555000,539877.7847008705
1910,685000,826273.363688603
4593,345000,465011.0524876416
12242,595000,925699.4393056035
15575,625000,652826.4603171349
11707,319950,227769.83394928277
13899,695000,776835.6176875979
3245,464000,412402.7898572087
5462,323000,359156.45716033876
21372,320000,66640.80716653168
2518,545000,471619.13640646636
20213,380000,353177.1569686383
17465,293000,109671.53034350276
1806,930000,1347259.9473618418
876,390000,540045.3747597933
21187,2230000,1912914.9504720122
13824,618250,840182.4777005166
1961,605000,610857.6750993133
877,229000,66095.93670018017
17331,242000,156231.0793827474
1299,588000,471299.1774805039
18213,451000,405094.8811484724
1300,372500,507544.0431429744
8464,695000,769350.0222174525
1547,150000,258145.09677687287
12068,285000,254138.56823725998
16729,1350000,1249476.5583322793
6674,830000,844530.7615582347
2976,685000,566460.3963096887
1163,5110000,2871859.3107316047
550,705000,739156.4589999169
8117,544800,698790.3222643286
21064,374950,312872.1961296499
7890,222000,239957.9999010712
17639,246000,214234.33233618736
13447,634950,791171.1357970536
15168,500000,418797.6333402544
14712,797000,784154.0785869062
13566,390000,471906.50771844387
17098,425000,444207.33551061153
6377,675000,826087.5085546821
13342,257500,267135.40576305985
19754,331210,343705.638071537
12293,668750,694128.6132178456
10121,285000,237117.59020149708
15791,449000,515432.76254221797
21343,1070000,760882.0093060583
19800,1530000,1303688.9445763528
1727,200000,515775.88121806085
4939,895000,1006768.8203998804
390,345000,331079.965956524
3355,490000,241231.09705123305
21525,338500,525162.4874946028
13356,525000,515930.9301427156
20004,445000,298133.15130762756
17861,335000,8665.329784333706
4423,1340000,1553025.9675596058
6612,299950,299934.29653063416
11798,362000,509512.6079648286
3499,389000,370677.806385234
12093,592500,509380.2664036751
8292,620000,520186.8670756817
2655,350000,570241.1304953247
9425,869000,906456.5002495944
13676,265000,248654.28361098468
19406,779950,792821.5589520782
21204,465000,391570.74345493317
18467,358000,458100.10631386936
7105,240000,139118.44162382185
5112,542000,531798.6479375511
2605,299000,316644.2561786771
18818,785000,806364.9057659507
4484,340000,380574.4351859838
14075,368000,374024.7444782704
8862,843500,830894.4618550986
18953,410000,553476.6757279932
2863,3600000,2243975.323509574
21572,505000,461257.2091988772
15019,227000,150209.90852348506
16130,445000,546718.3601863533
8027,631750,628440.0957360566
14084,789800,969667.8087143749
16522,485000,508773.8437125087
14991,745000,750910.8517106026
10414,695000,685511.4714435488
9976,632750,600890.6387848705
9190,405000,448653.6864748448
18069,230000,178015.14030228555
8598,594950,717299.1095329821
10064,499000,484820.4558695555
9047,395000,494039.8342728317
6806,256400,238236.86484272778
12163,437000,483219.7814081609
2395,335000,343873.53211149573
5804,420200,433274.3028343022
4744,680000,583741.495681107
21162,687015,603211.2078306228
6907,790000,889182.9828595668
3105,449500,512300.7457909882
10918,525888,489401.0013474971
3239,350000,313598.61863452196
9400,305000,191224.42384782434
12824,165000,78826.3371732533
5284,279000,358392.4334087372
5476,864000,1068287.2775930017
14795,907500,885942.0755290687
10568,333000,307685.9743014723
12094,505000,725717.1958808303
21517,346000,144236.5708977878
11768,260000,202907.45960700512
307,610750,532514.6014236361
7464,319000,466089.62752105296
14982,152500,161854.67772375047
9625,400000,461475.7316543907
8940,404763,347346.35996440053
3928,880000,897642.0389741659
11435,340000,348518.1006424129
12938,890000,813622.0022117794
3516,2100000,1698769.1543843746
13692,230000,43574.138460457325
1409,685000,708777.2491272986
900,800000,823019.8316960037
3438,355000,354081.40947297215
3248,240000,285161.62606443465
21302,1700000,1218055.3103860915
20913,561000,760294.1544902474
20642,560000,767105.1069063693
18197,1210000,1073464.7082591057
12353,285000,98030.25860190392
575,300000,248045.49152897298
2937,230000,346469.98405103385
7787,225000,523417.926955685
12626,335000,188573.61571781337
2851,635000,660419.730661273
788,232500,297026.2319878638
19176,400000,424935.3588502854
236,416000,354670.81641468406
14874,525000,484989.0181044787
11126,685000,671766.2929329127
16518,90000,10348.459711998701
5198,389000,219955.61036644876
13128,430000,563417.036615938
20333,235000,291422.1696330309
9417,385000,547781.0937806666
11389,1710000,1236527.1951398104
19125,276000,208449.4609065652
13940,834000,828849.4373327643
17860,731000,870482.9564485401
13758,372000,469175.6387565732
20995,882566,804476.1877981573
9086,320000,394243.5367010534
3415,390000,623337.9035729021
13709,650000,735242.9094188064
17009,173250,328837.3740490079
19499,819000,621126.5734315962
242,455000,523615.0985381305
9467,770000,800096.1615389138
16550,445000,311159.77170811594
16897,635000,568737.3247381151
14946,382000,437580.2075652182
742,740000,690856.3179508448
8341,325000,301411.5814733654
14102,450000,366541.90511094034
4145,430000,314542.23957945406
6700,203000,170861.8670375198
13829,285000,439102.53852149844
8541,330000,372871.3685810566
11232,403900,489255.22182384133
3938,450000,573359.0378193557
5953,731000,704250.9544271082
10826,464000,812626.2628977448
5028,775000,895505.3025073707
17497,380000,242908.65115253627
4322,371000,450302.91203807294
19622,529500,416553.79767881334
1809,480000,732271.1940469295
13169,375000,354881.83154934645
9444,500000,455143.02315306664
2227,210000,209615.121351704
14935,396000,542758.3821229786
17552,600000,457311.984982118
8307,207000,252284.06817793846
13044,475000,382250.0352715999
1755,850000,866896.0556696504
9526,305000,482344.4482204765
12950,345000,381001.0559540242
342,425000,703663.1024199426
12956,550000,452061.03544957936
4797,274000,424709.84028548
9283,490000,436425.55976362526
4135,545000,544977.6749506891
4300,330000,429502.2353595942
1011,900000,846143.1265003234
8240,375000,395852.9646383375
20500,384000,384700.2990491688
10662,750000,866403.8036263287
17747,380000,659501.9446261674
5635,100000,77182.18739660084
7160,835000,747646.1937302202
10849,390000,478304.63448129594
115,740500,1244338.8506042808
4570,760000,901976.5502984226
14847,540000,527693.9941926152
8854,425000,508010.70546396077
5377,319900,424554.8242279589
8207,453000,227486.9867092073
5213,278500,156077.46987761557
5118,210000,184878.36331282556
3922,540000,503512.94187931716
6491,865000,909805.7428214997
17699,990000,884748.9616460055
16831,379000,469402.78296135366
6660,424000,573058.9447136521
14249,347000,341812.83055490255
2122,725500,753000.1420403719
8815,357000,294586.82125765085
628,543500,285610.07669095695
8867,455000,429581.15479549766
7483,441000,533902.0788119286
16046,655000,742221.6013571471
13322,678100,627319.8117424697
1610,378000,149204.89924548566
14325,329950,245967.811232239
1291,255000,-187350.6780012846
20462,375000,495083.6241695881
4674,570000,325063.6053850353
20716,540000,699951.0664978772
4235,729000,569056.6533302218
1381,503000,719713.8852367699
19858,437000,371257.4464715868
7778,338000,153387.33527840674
12971,280000,371439.79192337394
19778,385000,384541.16860838234
9889,472500,362034.4849474877
9372,430000,301485.46255514026
8361,262500,142339.95803777874
20926,609000,1104481.8865391463
20691,396000,333284.88912054896
15492,395000,587424.419272542
9405,270000,270364.477972731
335,260000,207092.06709316373
6254,668000,572814.3207224756
21152,1840000,1133186.5412663817
14999,970000,1249626.914022684
17110,960000,973774.705254674
7537,1050000,804123.2883068919
21254,459995,464886.71389359236
15577,435000,228503.7642108202
8370,1250000,1028338.1782720685
5238,397450,532307.5312494338
12128,815000,1039297.6513335258
5073,740000,763462.0701972693
11464,450000,378507.89996416867
19038,299000,220304.70621600747
18777,465000,611259.9173041433
1993,430000,453086.9239806086
8157,576250,434974.39011247456
15074,399950,548315.8656723499
11176,485000,696344.6181651801
1949,483945,308986.2446741462
5697,352000,478885.54547072947
17849,405000,413562.40723755956
11890,255000,261520.74054981768
14608,2230000,1809859.3368419409
12573,431000,373587.7663423866
6554,805000,889793.4438656121
4492,150000,207986.72892200947
13093,453000,442691.45202592015
